soort	frequentie	jaar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Gele kwikstaart	jaarlijks	2019	0.15	0.13	0.18	0.14	0.17	0.15	0.16	2c2aee8cec02412f19f67f00b48057b94b557ba0	1d1dce7d317a1565fc5c4fef255469c99fec3292
Gele kwikstaart	jaarlijks	2020	0.16	0.14	0.2	0.15	0.18	0.16	0.17	2c2aee8cec02412f19f67f00b48057b94b557ba0	1d1dce7d317a1565fc5c4fef255469c99fec3292
Gierzwaluw	driejaarlijks	2007	0.25	0.18	0.35	0.21	0.3	0.23	0.27	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2010	0.4	0.29	0.55	0.34	0.48	0.37	0.43	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2013	0.34	0.24	0.47	0.28	0.4	0.31	0.37	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2016	0.3	0.21	0.42	0.25	0.36	0.27	0.32	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2019	0.39	0.26	0.53	0.32	0.46	0.35	0.42	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	jaarlijks	2007	0.23	0.16	0.33	0.19	0.28	0.21	0.25	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008	0.25	0.17	0.36	0.21	0.3	0.23	0.27	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009	0.24	0.16	0.35	0.2	0.29	0.22	0.26	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010	0.31	0.21	0.46	0.26	0.37	0.28	0.33	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011	0.36	0.25	0.54	0.3	0.45	0.33	0.4	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012	0.49	0.34	0.7	0.4	0.59	0.44	0.53	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013	0.38	0.26	0.52	0.31	0.45	0.35	0.41	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014	0.42	0.29	0.62	0.35	0.52	0.39	0.46	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015	0.27	0.18	0.39	0.22	0.32	0.25	0.29	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016	0.23	0.17	0.34	0.2	0.28	0.22	0.25	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017	0.3	0.21	0.43	0.25	0.36	0.27	0.32	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018	0.36	0.25	0.52	0.3	0.44	0.33	0.39	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019	0.42	0.3	0.6	0.35	0.51	0.38	0.46	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020	0.33	0.22	0.47	0.27	0.4	0.3	0.36	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Glanskop	driejaarlijks	2007	0.12	0.07	0.2	0.09	0.16	0.11	0.14	260fe28c745d4709acd0304b782dbcac0db25c19	3f721b19fe73c38b486bbcd61ef88f4e54a21c50
Glanskop	driejaarlijks	2010	0.12	0.07	0.2	0.09	0.16	0.11	0.14	260fe28c745d4709acd0304b782dbcac0db25c19	3f721b19fe73c38b486bbcd61ef88f4e54a21c50
Glanskop	driejaarlijks	2013	0.12	0.07	0.2	0.09	0.15	0.11	0.14	260fe28c745d4709acd0304b782dbcac0db25c19	3f721b19fe73c38b486bbcd61ef88f4e54a21c50
Glanskop	driejaarlijks	2016	0.12	0.08	0.2	0.1	0.16	0.11	0.14	260fe28c745d4709acd0304b782dbcac0db25c19	3f721b19fe73c38b486bbcd61ef88f4e54a21c50
Glanskop	driejaarlijks	2019	0.12	0.08	0.2	0.1	0.16	0.11	0.14	260fe28c745d4709acd0304b782dbcac0db25c19	3f721b19fe73c38b486bbcd61ef88f4e54a21c50
Glanskop	jaarlijks	2007	0.12	0.07	0.2	0.09	0.16	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2008	0.12	0.07	0.19	0.09	0.16	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2009	0.12	0.07	0.19	0.09	0.16	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2010	0.12	0.07	0.19	0.09	0.16	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2011	0.12	0.07	0.19	0.09	0.15	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2012	0.12	0.07	0.2	0.09	0.16	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2013	0.12	0.07	0.2	0.09	0.15	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2014	0.12	0.07	0.19	0.09	0.16	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2015	0.12	0.07	0.19	0.09	0.16	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2016	0.12	0.07	0.19	0.1	0.15	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2017	0.12	0.07	0.2	0.09	0.16	0.11	0.13	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2018	0.12	0.07	0.2	0.1	0.16	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2019	0.12	0.07	0.2	0.1	0.16	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Glanskop	jaarlijks	2020	0.12	0.07	0.2	0.1	0.16	0.11	0.14	f8eb0efd1bbbb3a022cd3ff29539606a386def24	0afc7c4e40121b7807cdd0cefa83f45fd00f648c
Goudhaan	driejaarlijks	2007	0.08	0.06	0.1	0.07	0.09	0.08	0.08	e6912b0f346cf7cc82eb1de5e6a8a0c4ff75fd48	168fe9be884ab3dd760737b71c5667e4fc4b6d00
Goudhaan	driejaarlijks	2010	0.06	0.05	0.07	0.05	0.07	0.06	0.06	e6912b0f346cf7cc82eb1de5e6a8a0c4ff75fd48	168fe9be884ab3dd760737b71c5667e4fc4b6d00
Goudhaan	driejaarlijks	2013	0.06	0.05	0.08	0.05	0.07	0.06	0.06	e6912b0f346cf7cc82eb1de5e6a8a0c4ff75fd48	168fe9be884ab3dd760737b71c5667e4fc4b6d00
Goudhaan	driejaarlijks	2016	0.07	0.06	0.09	0.06	0.08	0.07	0.08	e6912b0f346cf7cc82eb1de5e6a8a0c4ff75fd48	168fe9be884ab3dd760737b71c5667e4fc4b6d00
Goudhaan	driejaarlijks	2019	0.05	0.04	0.07	0.05	0.06	0.05	0.06	e6912b0f346cf7cc82eb1de5e6a8a0c4ff75fd48	168fe9be884ab3dd760737b71c5667e4fc4b6d00
Goudhaan	jaarlijks	2007	0.09	0.07	0.12	0.08	0.1	0.08	0.1	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2008	0.09	0.07	0.12	0.08	0.1	0.08	0.09	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2009	0.06	0.05	0.08	0.06	0.07	0.06	0.07	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2010	0.05	0.04	0.07	0.05	0.06	0.05	0.06	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2011	0.06	0.04	0.07	0.05	0.07	0.05	0.06	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2012	0.06	0.05	0.08	0.05	0.07	0.06	0.06	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2013	0.05	0.04	0.07	0.05	0.06	0.05	0.06	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2014	0.06	0.05	0.08	0.05	0.07	0.06	0.07	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2015	0.07	0.06	0.1	0.06	0.08	0.07	0.08	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2016	0.08	0.06	0.1	0.07	0.09	0.08	0.09	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2017	0.08	0.06	0.1	0.07	0.09	0.07	0.08	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2018	0.07	0.05	0.08	0.06	0.07	0.06	0.07	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2019	0.05	0.04	0.07	0.05	0.06	0.05	0.06	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Goudhaan	jaarlijks	2020	0.05	0.03	0.06	0.04	0.06	0.04	0.05	49307d6e9791aaa99749df58d56cd58f97f617f8	c4ad7437b09f961ac06408cae4c19a148f8bc8c5
Grasmus	driejaarlijks	2007	0.17	0.15	0.19	0.16	0.18	0.17	0.18	d42001c627d119a1d857f258982311aa0522bd13	49bbbf8af18a8c065dea9c33034f548612210342
Grasmus	driejaarlijks	2010	0.19	0.17	0.21	0.18	0.2	0.19	0.2	d42001c627d119a1d857f258982311aa0522bd13	49bbbf8af18a8c065dea9c33034f548612210342
Grasmus	driejaarlijks	2013	0.19	0.17	0.21	0.18	0.2	0.18	0.19	d42001c627d119a1d857f258982311aa0522bd13	49bbbf8af18a8c065dea9c33034f548612210342
Grasmus	driejaarlijks	2016	0.19	0.17	0.22	0.18	0.2	0.19	0.2	d42001c627d119a1d857f258982311aa0522bd13	49bbbf8af18a8c065dea9c33034f548612210342
Grasmus	driejaarlijks	2019	0.21	0.18	0.23	0.19	0.22	0.2	0.21	d42001c627d119a1d857f258982311aa0522bd13	49bbbf8af18a8c065dea9c33034f548612210342
Grasmus	jaarlijks	2007	0.17	0.15	0.19	0.16	0.18	0.16	0.17	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2008	0.17	0.15	0.19	0.16	0.18	0.17	0.18	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2009	0.18	0.16	0.21	0.17	0.19	0.18	0.19	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2010	0.19	0.17	0.22	0.18	0.2	0.19	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2011	0.19	0.17	0.21	0.18	0.2	0.18	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2012	0.19	0.17	0.21	0.18	0.2	0.18	0.19	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2013	0.19	0.16	0.21	0.18	0.2	0.18	0.19	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2014	0.19	0.17	0.22	0.18	0.2	0.19	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2015	0.19	0.17	0.22	0.18	0.21	0.19	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2016	0.2	0.17	0.22	0.18	0.21	0.19	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2017	0.19	0.17	0.22	0.18	0.2	0.19	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2018	0.19	0.17	0.22	0.18	0.21	0.19	0.2	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2019	0.2	0.18	0.23	0.19	0.21	0.19	0.21	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Grasmus	jaarlijks	2020	0.21	0.18	0.24	0.2	0.22	0.2	0.22	59c9818f911ca312f9539b074c9f5a22d756dcf6	f1bb255ce2de069653869d4b5b19302ad27af9b3
Graspieper	driejaarlijks	2007	0.28	0.25	0.31	0.26	0.3	0.27	0.29	9a29bd3a3fb07388c485eaa5ef5776ed1680652b	d2b26e52032df9d39e46ce8537de02b810b79dec
Graspieper	driejaarlijks	2010	0.21	0.18	0.24	0.2	0.22	0.2	0.21	9a29bd3a3fb07388c485eaa5ef5776ed1680652b	d2b26e52032df9d39e46ce8537de02b810b79dec
Graspieper	driejaarlijks	2013	0.18	0.16	0.21	0.17	0.19	0.17	0.19	9a29bd3a3fb07388c485eaa5ef5776ed1680652b	d2b26e52032df9d39e46ce8537de02b810b79dec
Graspieper	driejaarlijks	2016	0.17	0.15	0.19	0.16	0.18	0.16	0.17	9a29bd3a3fb07388c485eaa5ef5776ed1680652b	d2b26e52032df9d39e46ce8537de02b810b79dec
Graspieper	driejaarlijks	2019	0.19	0.16	0.22	0.18	0.21	0.18	0.2	9a29bd3a3fb07388c485eaa5ef5776ed1680652b	d2b26e52032df9d39e46ce8537de02b810b79dec
Graspieper	jaarlijks	2007	0.33	0.29	0.39	0.31	0.36	0.32	0.35	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2008	0.27	0.22	0.32	0.24	0.3	0.26	0.28	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2009	0.21	0.17	0.26	0.19	0.23	0.2	0.22	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2010	0.2	0.17	0.23	0.18	0.21	0.19	0.21	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2011	0.18	0.15	0.22	0.16	0.2	0.17	0.19	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2012	0.24	0.2	0.3	0.22	0.27	0.23	0.26	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2013	0.21	0.18	0.26	0.19	0.23	0.2	0.22	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2014	0.2	0.16	0.24	0.18	0.22	0.19	0.2	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2015	0.13	0.1	0.16	0.11	0.14	0.12	0.13	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2016	0.11	0.09	0.14	0.1	0.13	0.11	0.12	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2017	0.16	0.13	0.19	0.14	0.18	0.15	0.17	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2018	0.21	0.17	0.26	0.19	0.23	0.2	0.22	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2019	0.21	0.17	0.25	0.19	0.23	0.2	0.22	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Graspieper	jaarlijks	2020	0.18	0.14	0.22	0.16	0.2	0.17	0.19	85ad222cb014f850c7316210edb27a332d611313	a3642baeff90bceeb7d26a120bb71cdf6d507cee
Grauwe gans	driejaarlijks	2007	0.3	0.18	0.54	0.23	0.41	0.27	0.35	419ad3618f21ba5c862abc489dbcbfa687614706	d302ccf700f4d534f5c55a8fd080598ced9a6184
Grauwe gans	driejaarlijks	2010	0.27	0.16	0.44	0.2	0.34	0.23	0.3	419ad3618f21ba5c862abc489dbcbfa687614706	d302ccf700f4d534f5c55a8fd080598ced9a6184
Grauwe gans	driejaarlijks	2013	0.21	0.13	0.35	0.16	0.28	0.19	0.24	419ad3618f21ba5c862abc489dbcbfa687614706	d302ccf700f4d534f5c55a8fd080598ced9a6184
Grauwe gans	driejaarlijks	2016	0.28	0.17	0.48	0.22	0.37	0.25	0.32	419ad3618f21ba5c862abc489dbcbfa687614706	d302ccf700f4d534f5c55a8fd080598ced9a6184
Grauwe gans	driejaarlijks	2019	0.37	0.22	0.62	0.28	0.49	0.33	0.42	419ad3618f21ba5c862abc489dbcbfa687614706	d302ccf700f4d534f5c55a8fd080598ced9a6184
Grauwe gans	jaarlijks	2007	0.29	0.16	0.56	0.21	0.41	0.26	0.34	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2008	0.3	0.17	0.53	0.22	0.4	0.26	0.34	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2009	0.26	0.15	0.51	0.19	0.37	0.23	0.31	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2010	0.24	0.13	0.41	0.18	0.32	0.21	0.27	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2011	0.25	0.14	0.45	0.19	0.34	0.22	0.29	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2012	0.31	0.18	0.57	0.22	0.42	0.27	0.36	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2013	0.25	0.13	0.44	0.18	0.33	0.21	0.28	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2014	0.22	0.12	0.39	0.16	0.3	0.19	0.25	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2015	0.19	0.1	0.34	0.14	0.26	0.16	0.22	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2016	0.23	0.13	0.4	0.17	0.3	0.2	0.26	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2017	0.3	0.17	0.52	0.22	0.4	0.26	0.33	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2018	0.35	0.2	0.6	0.26	0.47	0.31	0.4	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2019	0.37	0.22	0.64	0.28	0.49	0.32	0.43	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Grauwe gans	jaarlijks	2020	0.4	0.22	0.73	0.3	0.55	0.34	0.46	6d11ec341f1131ec99d87fd0a74a61f60da76584	f6bfc8d8dfcb08701ff5c6047f0aebf55a082c69
Groene specht	driejaarlijks	2007	0.22	0.21	0.24	0.21	0.23	0.22	0.23	9f534e370db9b2d12752cb435f9b509b6aa8442a	8207083826ca8f6e1ba2f617a1cec5cf983d2a69
Groene specht	driejaarlijks	2010	0.21	0.19	0.23	0.2	0.22	0.21	0.22	9f534e370db9b2d12752cb435f9b509b6aa8442a	8207083826ca8f6e1ba2f617a1cec5cf983d2a69
Groene specht	driejaarlijks	2013	0.22	0.2	0.24	0.21	0.23	0.22	0.23	9f534e370db9b2d12752cb435f9b509b6aa8442a	8207083826ca8f6e1ba2f617a1cec5cf983d2a69
Groene specht	driejaarlijks	2016	0.21	0.19	0.23	0.2	0.22	0.21	0.22	9f534e370db9b2d12752cb435f9b509b6aa8442a	8207083826ca8f6e1ba2f617a1cec5cf983d2a69
Groene specht	driejaarlijks	2019	0.22	0.2	0.25	0.21	0.24	0.22	0.23	9f534e370db9b2d12752cb435f9b509b6aa8442a	8207083826ca8f6e1ba2f617a1cec5cf983d2a69
Groene specht	jaarlijks	2007	0.23	0.21	0.26	0.22	0.24	0.23	0.24	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2008	0.23	0.21	0.25	0.22	0.24	0.23	0.24	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2009	0.21	0.19	0.24	0.2	0.22	0.21	0.22	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2010	0.21	0.19	0.23	0.2	0.22	0.2	0.21	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2011	0.2	0.18	0.23	0.19	0.22	0.2	0.21	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2012	0.21	0.19	0.23	0.2	0.22	0.2	0.22	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2013	0.19	0.17	0.22	0.18	0.2	0.19	0.2	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2014	0.21	0.19	0.24	0.2	0.23	0.21	0.22	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2015	0.26	0.23	0.29	0.24	0.28	0.25	0.27	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2016	0.22	0.2	0.24	0.21	0.23	0.21	0.22	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2017	0.22	0.2	0.24	0.21	0.23	0.21	0.22	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2018	0.2	0.18	0.22	0.19	0.21	0.2	0.21	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2019	0.21	0.19	0.24	0.2	0.23	0.21	0.22	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groene specht	jaarlijks	2020	0.24	0.21	0.27	0.22	0.25	0.23	0.25	8e61e458ad49dc5cd23f0ef33f4aaa25ea813cad	0142be99dcb96c297576261d75abe5ec4ba2fe5a
Groenling	driejaarlijks	2007	0.18	0.16	0.2	0.17	0.19	0.18	0.19	02981f7ce9aca0ce341c3f47fb82429aedadccaf	a4e4dd2a890e846660ac0efade6651a3c9c2c980
Groenling	driejaarlijks	2010	0.24	0.21	0.26	0.23	0.25	0.23	0.24	02981f7ce9aca0ce341c3f47fb82429aedadccaf	a4e4dd2a890e846660ac0efade6651a3c9c2c980
Groenling	driejaarlijks	2013	0.21	0.18	0.23	0.19	0.22	0.2	0.21	02981f7ce9aca0ce341c3f47fb82429aedadccaf	a4e4dd2a890e846660ac0efade6651a3c9c2c980
Groenling	driejaarlijks	2016	0.19	0.17	0.21	0.18	0.2	0.19	0.2	02981f7ce9aca0ce341c3f47fb82429aedadccaf	a4e4dd2a890e846660ac0efade6651a3c9c2c980
