soort	frequentie	jaar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Boomkruiper	jaarlijks	2008	0.11	0.09	0.12	0.1	0.11	0.1	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2009	0.1	0.08	0.12	0.09	0.11	0.09	0.1	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2010	0.1	0.09	0.12	0.1	0.11	0.1	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2011	0.11	0.1	0.13	0.1	0.12	0.11	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2012	0.12	0.1	0.14	0.11	0.13	0.11	0.12	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2013	0.11	0.09	0.13	0.1	0.12	0.11	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2014	0.11	0.09	0.13	0.1	0.12	0.11	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2015	0.11	0.1	0.13	0.1	0.12	0.11	0.12	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2016	0.11	0.09	0.13	0.1	0.12	0.1	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2017	0.11	0.09	0.12	0.1	0.11	0.1	0.11	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2018	0.11	0.1	0.13	0.1	0.12	0.11	0.12	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2019	0.12	0.1	0.14	0.11	0.13	0.12	0.13	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomkruiper	jaarlijks	2020	0.11	0.09	0.13	0.1	0.12	0.11	0.12	58b4253c3dd76632d176361c598971eccbb8614a	7aa1265ebe8d56d442a162082a63caed3de1db38
Boomleeuwerik	driejaarlijks	2007	0.09	0.07	0.14	0.08	0.11	0.09	0.1	bf8e634164a54add8ba36d35454d9964bdc7d921	5d8d9b438e922bfe7d1a8a35eff3a134343921f1
Boomleeuwerik	driejaarlijks	2010	0.1	0.07	0.14	0.08	0.12	0.09	0.11	bf8e634164a54add8ba36d35454d9964bdc7d921	5d8d9b438e922bfe7d1a8a35eff3a134343921f1
Boomleeuwerik	driejaarlijks	2013	0.11	0.08	0.16	0.09	0.13	0.1	0.12	bf8e634164a54add8ba36d35454d9964bdc7d921	5d8d9b438e922bfe7d1a8a35eff3a134343921f1
Boomleeuwerik	driejaarlijks	2016	0.12	0.08	0.18	0.1	0.15	0.11	0.13	bf8e634164a54add8ba36d35454d9964bdc7d921	5d8d9b438e922bfe7d1a8a35eff3a134343921f1
Boomleeuwerik	driejaarlijks	2019	0.13	0.09	0.2	0.11	0.16	0.12	0.14	bf8e634164a54add8ba36d35454d9964bdc7d921	5d8d9b438e922bfe7d1a8a35eff3a134343921f1
Boomleeuwerik	jaarlijks	2007	0.08	0.05	0.12	0.07	0.1	0.07	0.09	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2008	0.1	0.07	0.15	0.09	0.12	0.09	0.11	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2009	0.1	0.07	0.14	0.08	0.12	0.09	0.11	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2010	0.09	0.06	0.14	0.08	0.11	0.09	0.1	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2011	0.09	0.06	0.14	0.08	0.11	0.09	0.1	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2012	0.11	0.07	0.16	0.09	0.13	0.1	0.12	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2013	0.11	0.08	0.16	0.09	0.13	0.1	0.12	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2014	0.11	0.07	0.15	0.09	0.13	0.1	0.12	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2015	0.12	0.08	0.18	0.1	0.15	0.11	0.13	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2016	0.13	0.09	0.18	0.1	0.15	0.11	0.14	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2017	0.12	0.09	0.19	0.1	0.15	0.11	0.14	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2018	0.13	0.09	0.2	0.11	0.16	0.12	0.14	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2019	0.14	0.09	0.2	0.11	0.17	0.12	0.15	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boomleeuwerik	jaarlijks	2020	0.15	0.1	0.23	0.12	0.19	0.13	0.17	b32eae5ad8c349b9d320f003fda41bdcb5b22760	37487d122d14c84fced66580eba93bfe5840ad5e
Boompieper	driejaarlijks	2007	0.2	0.16	0.25	0.17	0.22	0.19	0.21	7dff8f2b6c42c25672d81f045954fae0b29f519f	5d87bdb0bbc536eb2edd9bd435e9dfaacb261712
Boompieper	driejaarlijks	2010	0.21	0.16	0.26	0.18	0.23	0.19	0.22	7dff8f2b6c42c25672d81f045954fae0b29f519f	5d87bdb0bbc536eb2edd9bd435e9dfaacb261712
Boompieper	driejaarlijks	2013	0.21	0.17	0.26	0.19	0.24	0.2	0.22	7dff8f2b6c42c25672d81f045954fae0b29f519f	5d87bdb0bbc536eb2edd9bd435e9dfaacb261712
Boompieper	driejaarlijks	2016	0.21	0.16	0.26	0.18	0.23	0.19	0.22	7dff8f2b6c42c25672d81f045954fae0b29f519f	5d87bdb0bbc536eb2edd9bd435e9dfaacb261712
Boompieper	driejaarlijks	2019	0.19	0.14	0.24	0.16	0.21	0.18	0.2	7dff8f2b6c42c25672d81f045954fae0b29f519f	5d87bdb0bbc536eb2edd9bd435e9dfaacb261712
Boompieper	jaarlijks	2007	0.2	0.16	0.27	0.18	0.24	0.19	0.22	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2008	0.18	0.14	0.23	0.16	0.2	0.17	0.19	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2009	0.18	0.14	0.23	0.16	0.21	0.17	0.19	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2010	0.2	0.16	0.26	0.18	0.23	0.19	0.21	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2011	0.22	0.17	0.27	0.19	0.24	0.2	0.23	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2012	0.2	0.16	0.25	0.17	0.23	0.19	0.21	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2013	0.22	0.17	0.28	0.19	0.25	0.21	0.23	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2014	0.21	0.17	0.26	0.19	0.24	0.2	0.22	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2015	0.21	0.17	0.27	0.19	0.24	0.2	0.23	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2016	0.21	0.16	0.27	0.18	0.24	0.2	0.22	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2017	0.2	0.16	0.26	0.18	0.23	0.19	0.22	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2018	0.2	0.15	0.26	0.18	0.23	0.19	0.21	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2019	0.18	0.13	0.23	0.15	0.2	0.16	0.19	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Boompieper	jaarlijks	2020	0.19	0.15	0.25	0.17	0.22	0.18	0.2	aeff31b175ba7da6d346e96be79530d4f8cee81d	ce7f9774673a457e8134e63048e7bc2814c45c1e
Bosrietzanger	driejaarlijks	2007	0.08	0.06	0.13	0.07	0.1	0.08	0.09	4e74d03cf35cbab018abdc035a9a328ea3efe685	8c47aa9da215f9c38343f47289e9728fe6eba9ab
Bosrietzanger	driejaarlijks	2010	0.08	0.06	0.12	0.07	0.1	0.07	0.09	4e74d03cf35cbab018abdc035a9a328ea3efe685	8c47aa9da215f9c38343f47289e9728fe6eba9ab
Bosrietzanger	driejaarlijks	2013	0.09	0.06	0.13	0.07	0.11	0.08	0.1	4e74d03cf35cbab018abdc035a9a328ea3efe685	8c47aa9da215f9c38343f47289e9728fe6eba9ab
Bosrietzanger	driejaarlijks	2016	0.08	0.06	0.12	0.07	0.1	0.08	0.09	4e74d03cf35cbab018abdc035a9a328ea3efe685	8c47aa9da215f9c38343f47289e9728fe6eba9ab
Bosrietzanger	driejaarlijks	2019	0.08	0.06	0.13	0.07	0.1	0.08	0.09	4e74d03cf35cbab018abdc035a9a328ea3efe685	8c47aa9da215f9c38343f47289e9728fe6eba9ab
Bosrietzanger	jaarlijks	2007	0.09	0.06	0.13	0.07	0.11	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2008	0.08	0.05	0.13	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2009	0.09	0.06	0.12	0.07	0.11	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2010	0.08	0.05	0.12	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2011	0.08	0.06	0.12	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2012	0.09	0.06	0.13	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2013	0.09	0.06	0.13	0.07	0.11	0.08	0.1	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2014	0.09	0.06	0.13	0.07	0.11	0.08	0.1	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2015	0.08	0.05	0.13	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2016	0.08	0.05	0.12	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2017	0.09	0.05	0.13	0.07	0.1	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2018	0.09	0.06	0.13	0.07	0.11	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2019	0.09	0.05	0.13	0.07	0.11	0.08	0.09	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bosrietzanger	jaarlijks	2020	0.09	0.06	0.14	0.07	0.11	0.08	0.1	28ddbe25dc745f867de9ecb3c9e81730ba4adc0b	34e13b3edc92208745533f36fbdd85a7cce08b2d
Bruine kiekendief	driejaarlijks	2007	0.06	0.05	0.09	0.05	0.08	0.06	0.07	6cd4a33af06690115e609cec23dfe4daa4479fbd	b2d82fa376b3864e8523878601cddaad37f3e7b3
Bruine kiekendief	driejaarlijks	2010	0.06	0.04	0.09	0.05	0.07	0.06	0.07	6cd4a33af06690115e609cec23dfe4daa4479fbd	b2d82fa376b3864e8523878601cddaad37f3e7b3
Bruine kiekendief	driejaarlijks	2013	0.06	0.05	0.09	0.05	0.08	0.06	0.07	6cd4a33af06690115e609cec23dfe4daa4479fbd	b2d82fa376b3864e8523878601cddaad37f3e7b3
Bruine kiekendief	driejaarlijks	2016	0.07	0.05	0.09	0.06	0.08	0.06	0.07	6cd4a33af06690115e609cec23dfe4daa4479fbd	b2d82fa376b3864e8523878601cddaad37f3e7b3
Bruine kiekendief	driejaarlijks	2019	0.07	0.05	0.11	0.06	0.09	0.07	0.08	6cd4a33af06690115e609cec23dfe4daa4479fbd	b2d82fa376b3864e8523878601cddaad37f3e7b3
Bruine kiekendief	jaarlijks	2007	0.06	0.04	0.09	0.05	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2008	0.06	0.04	0.09	0.05	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2009	0.06	0.04	0.09	0.05	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2010	0.06	0.04	0.08	0.05	0.07	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2011	0.06	0.04	0.09	0.05	0.07	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2012	0.06	0.05	0.09	0.05	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2013	0.07	0.05	0.09	0.05	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2014	0.07	0.05	0.09	0.06	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2015	0.07	0.05	0.09	0.06	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2016	0.07	0.05	0.1	0.06	0.08	0.06	0.08	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2017	0.07	0.05	0.09	0.06	0.08	0.06	0.07	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2018	0.07	0.05	0.1	0.06	0.08	0.07	0.08	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2019	0.07	0.05	0.1	0.06	0.09	0.07	0.08	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Bruine kiekendief	jaarlijks	2020	0.08	0.05	0.11	0.06	0.09	0.07	0.08	fefd7e64f8e17566c9e1cbc91b704ab586fae508	fe125f51e91243a19cf36d4cf5912fbb12489c93
Buizerd	driejaarlijks	2007	0.09	0.08	0.1	0.08	0.1	0.09	0.09	5e8d3853f466b97a880d306faafe527856b73c98	a996f73af11f3b7634f376afe245d9c49a020539
Buizerd	driejaarlijks	2010	0.09	0.07	0.1	0.08	0.09	0.08	0.09	5e8d3853f466b97a880d306faafe527856b73c98	a996f73af11f3b7634f376afe245d9c49a020539
Buizerd	driejaarlijks	2013	0.11	0.1	0.13	0.1	0.12	0.11	0.12	5e8d3853f466b97a880d306faafe527856b73c98	a996f73af11f3b7634f376afe245d9c49a020539
Buizerd	driejaarlijks	2016	0.12	0.1	0.14	0.11	0.13	0.12	0.13	5e8d3853f466b97a880d306faafe527856b73c98	a996f73af11f3b7634f376afe245d9c49a020539
Buizerd	driejaarlijks	2019	0.14	0.12	0.17	0.13	0.15	0.14	0.15	5e8d3853f466b97a880d306faafe527856b73c98	a996f73af11f3b7634f376afe245d9c49a020539
Buizerd	jaarlijks	2007	0.08	0.07	0.1	0.07	0.09	0.08	0.08	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2008	0.09	0.08	0.11	0.08	0.1	0.09	0.09	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2009	0.09	0.08	0.11	0.08	0.1	0.09	0.1	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2010	0.09	0.07	0.1	0.08	0.09	0.08	0.09	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2011	0.08	0.07	0.1	0.08	0.09	0.08	0.09	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2012	0.09	0.08	0.11	0.08	0.1	0.09	0.09	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2013	0.1	0.08	0.12	0.09	0.11	0.1	0.1	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2014	0.11	0.1	0.13	0.1	0.12	0.11	0.12	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2015	0.12	0.1	0.15	0.11	0.13	0.12	0.13	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2016	0.12	0.1	0.14	0.11	0.13	0.11	0.12	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2017	0.12	0.1	0.14	0.11	0.13	0.12	0.13	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2018	0.13	0.11	0.16	0.12	0.15	0.13	0.14	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2019	0.14	0.12	0.17	0.13	0.16	0.14	0.15	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Buizerd	jaarlijks	2020	0.14	0.12	0.16	0.13	0.15	0.13	0.14	b7c6af7b6e264c2689c1d7a6f13bd0d3c9b7ce98	9c94883472eb90266ce02f5327763372c1392572
Canadese gans	driejaarlijks	2007	0.15	0.13	0.18	0.14	0.17	0.15	0.16	2446602d5603ae03a289d4bedb378e53819aa830	2be3e3339819701e6adc31a9bcbe7fac486ac0e9
Canadese gans	driejaarlijks	2010	0.18	0.15	0.2	0.17	0.19	0.17	0.18	2446602d5603ae03a289d4bedb378e53819aa830	2be3e3339819701e6adc31a9bcbe7fac486ac0e9
Canadese gans	driejaarlijks	2013	0.15	0.13	0.18	0.14	0.16	0.15	0.16	2446602d5603ae03a289d4bedb378e53819aa830	2be3e3339819701e6adc31a9bcbe7fac486ac0e9
Canadese gans	driejaarlijks	2016	0.18	0.16	0.21	0.17	0.2	0.18	0.19	2446602d5603ae03a289d4bedb378e53819aa830	2be3e3339819701e6adc31a9bcbe7fac486ac0e9
Canadese gans	driejaarlijks	2019	0.21	0.17	0.24	0.19	0.22	0.2	0.21	2446602d5603ae03a289d4bedb378e53819aa830	2be3e3339819701e6adc31a9bcbe7fac486ac0e9
Canadese gans	jaarlijks	2007	0.15	0.12	0.2	0.13	0.18	0.15	0.16	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2008	0.15	0.11	0.18	0.13	0.16	0.14	0.15	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2009	0.28	0.23	0.35	0.25	0.32	0.27	0.3	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2010	0.28	0.24	0.34	0.26	0.31	0.27	0.3	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2011	0.19	0.15	0.24	0.17	0.22	0.18	0.2	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2012	0.35	0.28	0.43	0.31	0.39	0.33	0.37	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2013	0.27	0.22	0.33	0.24	0.3	0.26	0.28	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2014	0.21	0.16	0.26	0.18	0.23	0.19	0.22	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2015	0.14	0.11	0.18	0.12	0.16	0.13	0.15	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2016	0.24	0.21	0.29	0.22	0.27	0.23	0.25	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2017	0.12	0.1	0.16	0.11	0.14	0.12	0.13	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2018	0.41	0.33	0.51	0.37	0.46	0.39	0.44	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2019	0.21	0.17	0.26	0.19	0.23	0.2	0.22	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Canadese gans	jaarlijks	2020	0.28	0.22	0.35	0.24	0.31	0.26	0.29	cc059bf4362d4eef03223d22f47a709096e6d5bf	8333c65ee273c7c1b70bf77431dda76fd50ba1dc
Cetti's zanger	driejaarlijks	2007	0.12	0.07	0.23	0.09	0.17	0.11	0.14	724f45f47fe0529692fafc959a7c4bcdd4332c69	4d129211d6d6d023072e0b24e4be73f23db6d2f6
Cetti's zanger	driejaarlijks	2010	0.07	0.03	0.13	0.04	0.1	0.05	0.08	724f45f47fe0529692fafc959a7c4bcdd4332c69	4d129211d6d6d023072e0b24e4be73f23db6d2f6
Cetti's zanger	driejaarlijks	2013	0.05	0.02	0.1	0.03	0.07	0.04	0.06	724f45f47fe0529692fafc959a7c4bcdd4332c69	4d129211d6d6d023072e0b24e4be73f23db6d2f6
Cetti's zanger	driejaarlijks	2016	0.11	0.07	0.2	0.09	0.15	0.1	0.13	724f45f47fe0529692fafc959a7c4bcdd4332c69	4d129211d6d6d023072e0b24e4be73f23db6d2f6
Cetti's zanger	driejaarlijks	2019	0.41	0.22	0.81	0.3	0.56	0.36	0.48	724f45f47fe0529692fafc959a7c4bcdd4332c69	4d129211d6d6d023072e0b24e4be73f23db6d2f6
Cetti's zanger	jaarlijks	2007	0.1	0.04	0.23	0.06	0.16	0.08	0.12	19ec1f3a100a8ccfb5bc3d15f8c556a4a4132f73	7fdc7cca22e6ee7bdbf142f2bcb6302a34dc06e6
Cetti's zanger	jaarlijks	2008	0.13	0.07	0.25	0.09	0.19	0.11	0.16	19ec1f3a100a8ccfb5bc3d15f8c556a4a4132f73	7fdc7cca22e6ee7bdbf142f2bcb6302a34dc06e6
Cetti's zanger	jaarlijks	2009	0.12	0.06	0.24	0.08	0.17	0.1	0.14	19ec1f3a100a8ccfb5bc3d15f8c556a4a4132f73	7fdc7cca22e6ee7bdbf142f2bcb6302a34dc06e6
Cetti's zanger	jaarlijks	2010	0.08	0.04	0.19	0.06	0.13	0.07	0.1	19ec1f3a100a8ccfb5bc3d15f8c556a4a4132f73	7fdc7cca22e6ee7bdbf142f2bcb6302a34dc06e6
Cetti's zanger	jaarlijks	2011	0.07	0.03	0.15	0.04	0.1	0.05	0.08	19ec1f3a100a8ccfb5bc3d15f8c556a4a4132f73	7fdc7cca22e6ee7bdbf142f2bcb6302a34dc06e6
